opeid,instnm,city,stabbr,insturl,adm_rate,sat_avg,grad_debt_mdn,inexpfte,pftfac,locale,ugds_white,c150_4,adm_rate_rank,sat_avg_rank,c150_4_rank,pftfac_rank,ugds_white_rank,inexpfte_rank,grad_debt_mdn_rank
284400,SUNY at Fredonia,Fredonia,NY,www.fredonia.edu,0.5322,1056,24750,10948,0.548,32,0.7839,0.6695,-6201,479,-6741,6446,7982,-525,2554
288200,Syracuse University,Syracuse,NY,syr.edu/,0.5323,1184,27000,15192,0.6722,12,0.5534,0.8035,-6196,-9222,-14461,1131,-2619,-5360,7523
100500,Alabama State University,Montgomery,AL,www.alasu.edu,0.5326,851,33118.5,7618,0.6539,12,0.0158,0.2632,-6180,16015,16664,1914,-27345,3269,21038
295100,North Carolina Wesleyan College,Rocky Mount,NC,www.ncwc.edu,0.5326,923,22555,5527,0.1978,13,0.2994,0.3519,-6180,10558,11554,21434,-14301,5651,-2294
1055400,Concordia College Alabama,Selma,AL,www.ccal.edu/,0.5328,942,32000,6755,0.6389,32,0.028,0.25,-6170,9118,17424,2556,-26784,4252,18567
934400,Ramapo College of New Jersey,Mahwah,NJ,www.ramapo.edu,0.5332,1082,22500,9581,0.9169,21,0.6347,0.7241,-6149,-1492,-9887,-9342,1120,1032,-2416
301800,Bowling Green State University-Main Campus,Bowling Green,OH,www.bgsu.edu,0.5337,1012,26000,8710,0.7012,31,0.7748,0.5525,-6123,3813,-2,-110,7564,2025,5315
101200,Birmingham Southern College,Birmingham,AL,www.bsc.edu/,0.5339,1181,27000,10658,0.6419,12,0.7983,0.6422,-6112,-8994,-5169,2428,8644,-195,7523
157700,Kennesaw State University,Kennesaw,GA,www.kennesaw.edu,0.5345,1076,22750,6167,0.5656,21,0.6082,0.4263,-6081,-1037,7268,5693,-99,4922,-1864
332800,West Chester University of Pennsylvania,West Chester,PA,www.wcupa.edu,0.5348,1079,23875,7851,0.7163,21,0.7957,0.6707,-6065,-1264,-6811,-757,8525,3003,621
343100,Converse College,Spartanburg,SC,www.converse.edu,0.5348,1045,27000,6560,0.9419,13,0.6277,0.6026,-6065,1312,-2888,-10412,798,4474,7523
251200,Stephens College,Columbia,MO,www.stephens.edu,0.536,1064,27000,9552,0.9804,12,0.6852,0.491,-6003,-127,3541,-12060,3443,1065,7523
202500,Southern University and A & M College,Baton Rouge,LA,www.subr.edu,0.5365,910,31271.5,6523,0.9412,12,0.0244,0.3211,-5976,11543,13328,-10382,-26949,4517,16958
344500,Presbyterian College,Clinton,SC,https://www.presby.edu,0.5372,1090,25875,10008,0.9714,32,0.8062,0.6502,-5940,-2098,-5630,-11675,9008,546,5039
3440300,Baptist Memorial College of Health Sciences,Memphis,TN,www.bchs.edu,0.5373,1110,30000,9268,0.9877,11,0.5158,0.4314,-5935,-3614,6974,-12372,-4348,1389,14150
166600,Concordia University-Chicago,River Forest,IL,www.cuchicago.edu,0.5385,1031,25000,8701,0.6045,21,0.5533,0.5783,-5872,2373,-1488,4028,-2624,2035,3106
292700,Elon University,Elon,NC,www.elon.edu,0.5393,1225,23951,15016,0.7301,22,0.8222,0.8062,-5830,-12329,-14616,-1347,9744,-5160,789
159400,Spelman College,Atlanta,GA,www.spelman.edu,0.54,1005,26996,10845,0.7377,11,5E-04,0.7407,-5794,4344,-10843,-1673,-28049,-408,7515
179900,Goshen College,Goshen,IN,www.goshen.edu,0.54,1109,20671,11031,0.7128,13,0.6769,0.7209,-5794,-3538,-9702,-607,3061,-620,-6456
159900,Valdosta State University,Valdosta,GA,www.valdosta.edu,0.5414,1018,25247,6493,0.7966,13,0.5208,0.3913,-5721,3359,9284,-4193,-4119,4551,3652
208000,Maryland Institute College of Art,Baltimore,MD,www.mica.edu,0.5416,1165,27000,13752,0.2585,11,0.5218,0.722,-5710,-7782,-9766,18837,-4073,-3720,7523
285400,SUNY College of Technology at Alfred,Alfred,NY,www.alfredstate.edu,0.5424,982,14750,10105,0.7325,33,0.7957,0.4791,-5669,6087,4227,-1450,8525,435,-19533
354300,Austin College,Sherman,TX,www.austincollege.edu,0.5438,1159,26000,12064,0.9583,13,0.555,0.7642,-5596,-7327,-12197,-11114,-2546,-1797,5315
201100,Louisiana State University-Alexandria,Alexandria,LA,www.lsua.edu,0.5455,987,16021.5,7243,0.5878,41,0.717,0.2059,-5507,5708,19964,4743,4905,3696,-16725
173500,North Park University,Chicago,IL,www.northpark.edu,0.5461,1025,26500,6923,1,11,0.4984,0.5338,-5475,2828,1076,-12899,-5149,4061,6419
385400,Lakeland College,Plymouth,WI,www.lakeland.edu,0.547,949,26915,5134,0.1667,41,0.655,0.5311,-5429,8588,1231,22765,2054,6099,7336
174800,Rockford University,Rockford,IL,www.rockford.edu,0.548,1009,25700,6256,0.419,12,0.6706,0.4463,-5376,4041,6116,11967,2771,4821,4652
132900,University of the Pacific,Stockton,CA,www.pacific.edu,0.549,1185,23370,18824,0.5428,11,0.2985,0.6057,-5324,-9297,-3066,6669,-14343,-9498,-494
178500,Anderson University,Anderson,IN,www.anderson.edu,0.5491,1048,27000,8594,1,13,0.7996,0.6278,-5319,1085,-4339,-12899,8704,2157,7523
182400,Oakland City University,Oakland City,IN,www.oak.edu,0.5504,960,16973,6119,0.3462,32,0.7273,0.5992,-5251,7754,-2692,15083,5379,4977,-14623
206200,Bowie State University,Bowie,MD,www.bowiestate.edu,0.5506,867,22927,6933,0.5208,21,0.0239,0.3268,-5241,14802,13000,7610,-26972,4049,-1473
379800,University of Washington-Seattle Campus,Seattle,WA,www.washington.edu,0.5521,1240,15797,24561,0.7179,11,0.4332,0.8373,-5162,-13466,-16408,-825,-8147,-16035,-17221
156100,Columbus State University,Columbus,GA,www.columbusstate.edu,0.5522,976,25039,7509,0.606,12,0.5206,0.3241,-5157,6542,13155,3964,-4128,3393,3192
157800,LaGrange College,Lagrange,GA,www.lagrange.edu,0.5525,1035,27000,12322,1,32,0.6922,0.5321,-5141,2070,1174,-12899,3765,-2090,7523
185400,Coe College,Cedar Rapids,IA,www.coe.edu,0.553,1146,27000,12068,0.6,12,0.7652,0.7038,-5115,-6342,-8717,4221,7122,-1801,7523
354500,Baylor University,Waco,TX,www.baylor.edu,0.5536,1227,25131,14139,0.809,12,0.6402,0.722,-5084,-12480,-9766,-4724,1373,-4161,3395
148900,Florida State University,Tallahassee,FL,www.fsu.edu,0.5539,1228,20887,9688,0.8261,12,0.6576,0.7913,-5068,-12556,-13758,-5456,2173,911,-5978
1203100,San Diego Christian College,Santee,CA,www.sdcc.edu,0.555,992,20000,7034,0.2459,21,0.4574,0.4364,-5011,5329,6686,19376,-7034,3934,-7938
2159600,The Baptist College of Florida,Graceville,FL,www.baptistcollege.edu,0.5556,962,20052,6018,1,32,0.7996,0.4694,-4980,7602,4785,-12899,8704,5092,-7823
348600,Lipscomb University,Nashville,TN,www.lipscomb.edu,0.5558,1175,20500,9956,0.9796,11,0.7663,0.6189,-4969,-8540,-3827,-12025,7173,605,-6833
168400,Greenville College,Greenville,IL,www.greenville.edu,0.5568,1056,21500,7370,0.9412,32,0.7592,0.4754,-4917,479,4440,-10382,6846,3551,-4624
132100,University of California-Santa Cruz,Santa Cruz,CA,www.ucsc.edu/,0.5572,1149,19884,8835,0.6955,13,0.3465,0.7734,-4896,-6569,-12727,134,-12135,1882,-8194
159800,University of Georgia,Athens,GA,www.uga.edu,0.5572,1248,19000,8634,0.8847,12,0.7228,0.8462,-4896,-14072,-16920,-7964,5172,2111,-10146
203100,University of Louisiana at Lafayette,Lafayette,LA,www.louisiana.edu,0.558,1070,20250,5433,0.8079,12,0.6774,0.4836,-4854,-582,3967,-4677,3084,5758,-7385
283500,SUNY at Albany,Albany,NY,www.albany.edu,0.5584,1098,21489.5,13815,0.5671,13,0.5126,0.6601,-4834,-2704,-6200,5629,-4496,-3791,-4648
364100,Texas Lutheran University,Seguin,TX,www.tlu.edu,0.5587,1020,27000,8384,0.6667,31,0.5441,0.4394,-4818,3207,6514,1366,-3047,2396,7523
370600,Christopher Newport University,Newport News,VA,www.cnu.edu,0.5588,1152,25000,8550,0.6292,12,0.7531,0.6755,-4813,-6797,-7087,2971,6566,2207,3106
294600,Methodist University,Fayetteville,NC,www.methodist.edu,0.5594,962,27000,7680,0.6923,12,0.5122,0.3394,-4781,7602,12274,271,-4514,3198,7523
356400,East Texas Baptist University,Marshall,TX,www.etbu.edu,0.5599,952,26000,8050,0.7172,32,0.6306,0.3831,-4755,8360,9757,-795,931,2777,5315
301600,Bluffton University,Bluffton,OH,www.bluffton.edu,0.5603,1029,27000,8685,0.9167,32,0.8516,0.5956,-4734,2525,-2484,-9333,11096,2053,7523
1167800,SUNY Polytechnic Institute,Utica,NY,www.sunyit.edu,0.561,1099,17500,9924,0.5122,22,0.7868,0.43,-4698,-2780,7055,7979,8116,642,-13459
285900,Morrisville State College,Morrisville,NY,www.morrisville.edu,0.5619,895,20000,10657,0.5878,42,0.6833,0.2771,-4651,12680,15863,4743,3355,-193,-7938
170900,Lincoln College,Lincoln,IL,lincolncollege.edu,0.5624,1125,12000,3991,0.3364,32,0.4814,0.2593,-4625,-4750,16888,15503,-5931,7401,-25607
349500,Johnson University,Knoxville,TN,www.johnsonu.edu/Home.aspx,0.5637,1034,20199,5568,1,41,0.8905,0.6695,-4557,2146,-6741,-12899,12885,5605,-7498
182100,Marian University,Indianapolis,IN,www.marian.edu,0.5644,1036,27000,12364,0.4749,11,0.7304,0.5399,-4520,1994,724,9575,5522,-2138,7523
371500,Hollins University,Roanoke,VA,www.hollins.edu,0.5647,1082,27000,15806,0.6429,22,0.7126,0.622,-4505,-1492,-4005,2385,4703,-6060,7523
290100,Wells College,Aurora,NY,www.wells.edu,0.5659,1053,27000,8376,0.5143,42,0.6629,0.5806,-4442,706,-1620,7889,2417,2405,7523
179200,DePauw University,Greencastle,IN,www.depauw.edu,0.566,1213,25000,18608,0.8853,32,0.6924,0.8017,-4437,-11419,-14357,-7990,3774,-9252,3106
320600,Multnomah University,Portland,OR,www.multnomah.edu,0.5667,1047,23500,5142,0.3125,11,0.811,0.5352,-4400,1161,995,16525,9229,6090,-207
349600,King University,Bristol,TN,www.king.edu,0.5668,1042,21260,4855,1,13,0.8084,0.5435,-4395,1540,517,-12899,9109,6417,-5155
143300,Wesley College,Dover,DE,www.wesley.edu,0.567,853,31000,6592,0.4516,13,0.4186,0.2169,-4385,15863,19331,10572,-8819,4438,16358
711300,Arizona Christian University,Phoenix,AZ,www.arizonachristian.edu,0.5673,988,22500,6537,0.1714,11,0.6016,0.6119,-4369,5632,-3423,22564,-402,4501,-2416
344000,Newberry College,Newberry,SC,www.newberry.edu,0.5675,945,27000,6619,1,32,0.5892,0.4108,-4359,8891,8161,-12899,-973,4407,7523
357100,Hardin-Simmons University,Abilene,TX,www.hsutx.edu,0.568,1037,25864,10505,0.6884,12,0.7126,0.5244,-4333,1919,1617,437,4703,-20,5014
187900,Morningside College,Sioux City,IA,www.morningside.edu,0.5682,1065,27000,5590,1,13,0.8275,0.5364,-4322,-203,926,-12899,9987,5580,7523
188000,Mount Mercy University,Cedar Rapids,IA,www.mtmercy.edu,0.5683,1030,23489.5,8414,1,12,0.8391,0.7151,-4317,2449,-9368,-12899,10521,2362,-230
141702,University of Connecticut-Stamford,Stamford,CT,uconn.edu/,0.5685,1001,21500,6037,1,12,0.4266,0.4831,-4307,4647,3996,-12899,-8451,5070,-4624
263800,Saint Peter's University,Jersey City,NJ,www.saintpeters.edu,0.569,899,25000,8356,0.3517,12,0.1997,0.5303,-4280,12377,1277,14848,-18887,2428,3106
389500,University of Wisconsin-Madison,Madison,WI,www.wisc.edu,0.5694,1286,22805,14367,0.8165,12,0.7705,0.8368,-4260,-16952,-16379,-5045,7366,-4420,-1742
346700,Presentation College,Aberdeen,SD,www.presentation.edu,0.5695,980,25000,5930,0.7083,33,0.6525,0.4133,-4254,6238,8017,-414,1939,5192,3106
109300,Central Baptist College,Conway,AR,www.cbc.edu,0.5697,985,21500,5018,0.3671,13,0.6701,0.3173,-4244,5859,13547,14189,2748,6231,-4624
290500,North Carolina A & T State University,Greensboro,NC,www.ncat.edu,0.57,910,28500,8997,0.6745,11,0.0442,0.4793,-4228,11543,4215,1032,-26039,1698,10837
118300,Holy Names University,Oakland,CA,www.hnu.edu,0.5706,885,27000,8413,0.2293,11,0.2087,0.4954,-4197,13438,3288,20086,-18473,2363,7523
154001,St Andrews University,Laurinburg,NC,www.sa.edu,0.5713,940,21562,5734,0.5636,32,0.5574,0.2971,-4160,9270,14711,5779,-2435,5415,-4488
241400,Millsaps College,Jackson,MS,www.millsaps.edu,0.5718,1178,27000,14341,0.7807,12,0.7454,0.6429,-4134,-8767,-5209,-3513,6211,-4391,7523
345000,University of South Carolina-Beaufort,Bluffton,SC,www.uscb.edu,0.5724,933,23292,6669,0.6364,31,0.5994,0.2589,-4103,9800,16911,2663,-503,4350,-666
639900,Bryan College of Health Sciences,Lincoln,NE,www.bryanhealthcollege.edu/bcohs/,0.573,1050,24280.5,11644,0.5,11,0.9133,0.8,-4072,933,-14259,8501,13934,-1318,1517
129100,Simpson University,Redding,CA,www.simpsonu.edu,0.5736,1024,16666,6351,1,13,0.6207,0.5244,-4040,2904,1617,-12899,476,4712,-15301
227900,Lawrence Technological University,Southfield,MI,www.ltu.edu,0.5742,1127,27000,9838,0.3181,13,0.4893,0.4421,-4009,-4902,6358,16286,-5567,740,7523
348000,Bethel University,McKenzie,TN,www.bethelu.edu/,0.5742,930,25053,6356,0.9685,32,0.5015,0.3582,-4009,10028,11191,-11550,-5006,4707,3223
280600,Rochester Institute of Technology,Rochester,NY,www.rit.edu/,0.5747,1240,27000,17731,0.675,21,0.6457,0.6253,-3983,-13466,-4195,1011,1626,-8253,7523
252600,Carroll College,Helena,MT,www.carroll.edu,0.5753,1133,27000,7695,0.6345,33,0.8007,0.6316,-3952,-5357,-4558,2744,8755,3181,7523
158800,Piedmont College,Demorest,GA,www.piedmont.edu,0.5755,968,23958,7524,0.5484,32,0.7309,0.5049,-3941,7148,2740,6429,5545,3376,805
260000,College of Saint Elizabeth,Morristown,NJ,www.cse.edu,0.5759,843,23000,11114,0.3416,21,0.3666,0.5,-3920,16621,3023,15280,-11211,-714,-1311
169300,Northeastern Illinois University,Chicago,IL,www.neiu.edu/,0.5761,890,14293,12341,0.6108,11,0.3579,0.2185,-3910,13059,19238,3759,-11611,-2112,-20543
299400,Minot State University,Minot,ND,www.minotstateu.edu,0.5768,1035,18951,10193,0.6667,33,0.6922,0.399,-3873,2070,8841,1366,3765,335,-10255
246000,Culver-Stockton College,Canton,MO,www.culver.edu,0.5772,986,23702,6034,0.6341,43,0.739,0.4141,-3852,5784,7971,2761,5917,5074,239
343500,Lander University,Greenwood,SC,www.lander.edu,0.5778,936,27000,5161,0.5294,32,0.5861,0.4495,-3821,9573,5932,7242,-1115,6068,7523
379900,Walla Walla University,College Place,WA,www.wallawalla.edu,0.5779,1075,27000,10535,0.9691,23,0.6992,0.5581,-3816,-961,-324,-11576,4087,-54,7523
283700,University at Buffalo,Buffalo,NY,www.buffalo.edu,0.5781,1165,19500,15806,0.6074,21,0.4868,0.7189,-3806,-7782,-9587,3904,-5682,-6060,-9042
335300,University of the Sciences,Philadelphia,PA,www.usciences.edu,0.5788,1169,27000,12724,0.99,11,0.3973,0.7397,-3769,-8085,-10785,-12471,-9799,-2548,7523
336000,Rosemont College,Rosemont,PA,www.rosemont.edu,0.5788,993,27000,5995,0.2623,21,0.4205,0.4286,-3769,5253,7136,18674,-8732,5118,7523
129300,Vanguard University of Southern California,Costa Mesa,CA,www.vanguard.edu,0.58,970,25000,6750,1,12,0.458,0.5518,-3706,6996,39,-12899,-7007,4258,3106
322800,Bryn Athyn College of the New Church,Bryn Athyn,PA,www.brynathyn.edu,0.5802,900,22294.5,12476,0.6667,21,0.6458,0.4762,-3696,12301,4394,1366,1631,-2266,-2870
332901,Pennsylvania State University-World Campus,University Park,PA,www.worldcampus.psu.edu/,0.5808,1040,27000,4260,1,41,0.732,0.25,-3665,1691,17424,-12899,5595,7095,7523
352400,Tennessee Temple University,Winston Salem,NC,www.tntemple.edu,0.5817,962,24500,1694,1,12,0.6069,0.1825,-3618,7602,21312,-12899,-159,10018,2002
381100,Davis & Elkins College,Elkins,WV,www.dewv.edu,0.5822,986,23840.5,7995,1,33,0.6341,0.3721,-3592,5784,10390,-12899,1092,2839,545
131600,University of California-Riverside,Riverside,CA,WWW.UCR.EDU,0.5829,1128,19500,10948,0.8362,11,0.1384,0.6933,-3555,-4978,-8112,-5888,-21706,-525,-9042
101900,Huntingdon College,Montgomery,AL,www.huntingdon.edu,0.5839,1026,26230,6435,0.4571,12,0.6388,0.4506,-3503,2752,5868,10337,1309,4617,5823
102900,University of Mobile,Mobile,AL,www.umobile.edu,0.5847,1014,27000,6766,1,41,0.6479,0.4106,-3461,3662,8173,-12899,1727,4240,7523
207200,Frostburg State University,Frostburg,MD,www.frostburg.edu,0.5851,967,22250,7315,0.6859,23,0.5723,0.4854,-3440,7224,3864,544,-1750,3614,-2968
302900,Cincinnati Christian University,Cincinnati,OH,www.CCUniversity.edu,0.5851,969,26350,5856,0.9355,11,0.7359,0.3583,-3440,7072,11185,-10138,5775,5276,6088
362400,Stephen F Austin State University,Nacogdoches,TX,www.sfasu.edu,0.5851,998,25000,6816,0.8064,41,0.5666,0.4371,-3440,4874,6646,-4613,-2012,4183,3106
298400,University of North Carolina Wilmington,Wilmington,NC,www.uncw.edu,0.5855,1145,20584,7955,0.6921,12,0.794,0.7052,-3419,-6266,-8798,279,8447,2885,-6648
228200,Madonna University,Livonia,MI,www.madonna.edu,0.5859,1049,25000,7733,0.3753,13,0.6371,0.5028,-3398,1009,2861,13838,1230,3138,3106
341900,Charleston Southern University,Charleston,SC,www.csuniv.edu,0.5866,997,27741,6179,0.5845,13,0.6033,0.341,-3362,4950,12182,4884,-324,4908,9160
183000,Rose-Hulman Institute of Technology,Terre Haute,IN,www.rose-hulman.edu,0.5879,1308,27000,20942,0.9196,13,0.7582,0.7208,-3294,-18619,-9697,-9458,6800,-11911,7523
323500,Arcadia University,Glenside,PA,https://www.arcadia.edu,0.588,1105,26972,7453,0.3077,21,0.6861,0.5953,-3289,-3235,-2467,16731,3484,3457,7462
3255300,Florida Gulf Coast University,Fort Myers,FL,www.fgcu.edu,0.5888,1059,18750,6069,0.6576,21,0.6615,0.4912,-3247,251,3530,1756,2353,5034,-10698
104400,Stillman College,Tuscaloosa,AL,www.stillman.edu,0.5901,811,38218,9567,1,13,0.0748,0.2036,-3179,19046,20097,-12899,-24631,1048,32301
312700,University of Dayton,Dayton,OH,https://www.udayton.edu,0.5901,1194,26000,11646,0.633,12,0.7894,0.7602,-3179,-9979,-11966,2808,8235,-1320,5315
177500,University of Illinois at Urbana-Champaign,Champaign,IL,www.illinois.edu/,0.5904,1326,20500,13924,0.7305,13,0.5071,0.8416,-3164,-19983,-16655,-1364,-4749,-3916,-6833
193100,Manhattan Christian College,Manhattan,KS,www.mccks.edu,0.5909,1030,19822.5,4708,0.5,13,0.7855,0.4545,-3138,2449,5644,8501,8056,6584,-8330
303700,The College of Wooster,Wooster,OH,www.wooster.edu,0.5909,1229,26000,13239,0.8009,32,0.7033,0.7568,-3138,-12632,-11770,-4377,4275,-3135,5315
922600,Francis Marion University,Florence,SC,www.fmarion.edu,0.5911,933,31250,8702,0.7627,23,0.4521,0.4098,-3127,9800,8219,-2742,-7278,2034,16911
284500,SUNY College at Geneseo,Geneseo,NY,www.geneseo.edu/,0.5913,1221,20500,10471,0.7291,32,0.7513,0.779,-3117,-12026,-13049,-1304,6483,18,-6833
209900,Towson University,Towson,MD,www.towson.edu,0.5921,1082,18500,5824,0.5383,13,0.6335,0.6825,-3075,-1492,-7490,6862,1065,5313,-11251
110100,University of Arkansas at Little Rock,Little Rock,AR,ualr.edu/www/,0.5928,1048,21736,7485,0.9821,12,0.5297,0.2654,-3038,1085,16537,-12132,-3709,3420,-4103
182500,Purdue University-Main Campus,West Lafayette,IN,www.purdue.edu,0.5929,1213,22500,16568,0.9493,22,0.6579,0.7295,-3033,-11419,-10198,-10729,2187,-6928,-2416
114700,California State University-Fresno,Fresno,CA,www.csufresno.edu,0.594,910,15993.5,6613,0.5096,11,0.231,0.5236,-2976,11543,1663,8090,-17447,4414,-16787
157400,Georgia State University,Atlanta,GA,www.gsu.edu,0.5944,1055,23090,7241,0.7763,11,0.2862,0.5334,-2955,555,1099,-3325,-14908,3698,-1113
328500,Lancaster Bible College,Lancaster,PA,www.LBC.edu,0.5946,996,18750,8547,0.2821,21,0.4603,0.6186,-2944,5026,-3809,17826,-6901,2211,-10698
344100,North Greenville University,Tigerville,SC,www.ngu.edu,0.5946,1152,21500,5010,1,41,0.8223,0.504,-2944,-6797,2792,-12899,9748,6240,-4624
362300,St Mary's University,San Antonio,TX,www.stmarytx.edu/,0.5946,1033,27000,13438,0.5916,11,0.1511,0.6262,-2944,2222,-4247,4580,-21122,-3362,7523
317400,Oklahoma Panhandle State University,Goodwell,OK,www.opsu.edu,0.595,910,18187,6215,0.6222,42,0.5968,0.1701,-2924,11543,22027,3271,-623,4867,-11942
103600,Samford University,Birmingham,AL,www.samford.edu,0.5954,1165,23000,14553,0.997,21,0.8183,0.661,-2903,-7782,-6252,-12770,9564,-4632,-1311
210500,University of Maryland-Baltimore County,Baltimore,MD,www.umbc.edu,0.5961,1213,21943,9911,0.6955,21,0.442,0.6109,-2866,-11419,-3366,134,-7743,656,-3646
370200,Averett University,Danville,VA,www.averett.edu,0.5964,923,25000,10312,1,32,0.6112,0.3291,-2851,10558,12867,-12899,39,200,3106
182700,Purdue University-Calumet Campus,Hammond,IN,www.purduecal.edu/,0.5968,965,22028,7768,0.9676,21,0.5584,0.3141,-2830,7375,13731,-11512,-2389,3098,-3458
291600,Chowan University,Murfreesboro,NC,www.chowan.edu/,0.5981,773,32000,5071,0.6,32,0.182,0.2523,-2762,21926,17291,4221,-19701,6171,18567
173400,North Central College,Naperville,IL,northcentralcollege.edu,0.5984,1125,25515,8701,0.5,12,0.7337,0.6288,-2746,-4750,-4397,8501,5673,2035,4244
321100,Oregon Institute of Technology,Klamath Falls,OR,www.oit.edu,0.5984,1044,25322.5,9764,0.9109,33,0.7336,0.4709,-2746,1388,4699,-9085,5669,824,3818
115500,San Jose State University,San Jose,CA,www.sjsu.edu,0.5985,1038,15628,8357,0.3872,11,0.2098,0.516,-2741,1843,2101,13328,-18422,2427,-17594
296000,Salem College,Winston-Salem,NC,www.salem.edu/,0.5985,1102,25000,7565,0.415,12,0.5328,0.6525,-2741,-3007,-5762,12139,-3567,3329,3106
3957400,New College of Florida,Sarasota,FL,www.ncf.edu,0.5987,1274,15000,12918,0.7739,13,0.7074,0.6937,-2730,-16042,-8135,-3222,4464,-2770,-18981
178600,Ball State University,Muncie,IN,www.bsu.edu,0.5988,1066,25000,10219,0.8183,13,0.8189,0.5945,-2725,-279,-2421,-5122,9592,306,3106
247300,Kansas City Art Institute,Kansas City,MO,www.kcai.edu,0.5997,1086,27000,10567,0.469,11,0.6154,0.529,-2678,-1795,1352,9827,232,-91,7523
351900,Rhodes College,Memphis,TN,www.rhodes.edu,0.5999,1296,27000,14453,0.8618,11,0.7608,0.8021,-2668,-17709,-14380,-6984,6920,-4518,7523
132500,University of San Francisco,San Francisco,CA,https://www.usfca.edu,0.6005,1152,25000,15387,0.3872,11,0.2927,0.7046,-2637,-6797,-8763,13328,-14609,-5583,3106
298600,Winston-Salem State University,Winston-Salem,NC,www.wssu.edu,0.6016,859,27000,11194,0.9853,12,0.1735,0.4575,-2579,15408,5471,-12269,-20092,-805,7523
255300,Midland University,Fremont,NE,www.midlandu.edu,0.6018,1010,25250,4805,1,32,0.6497,0.4777,-2569,3965,4307,-12899,1810,6474,3658
754000,Missouri Baptist University,Saint Louis,MO,www.mobap.edu,0.6023,984,21250,4304,0.2465,21,0.7362,0.4422,-2543,5935,6352,19350,5788,7045,-5177
373300,Randolph-Macon College,Ashland,VA,www.rmc.edu,0.6034,1086,27000,9850,0.6519,21,0.7712,0.6205,-2485,-1795,-3919,2000,7398,726,7523
262901,Rutgers University-Camden,Camden,NJ,www.rutgers.edu,0.6038,1025,21745,14493,0.5102,13,0.5499,0.5264,-2464,2828,1502,8064,-2780,-4564,-4083
169600,Illinois Wesleyan University,Bloomington,IL,www.iwu.edu,0.6043,1249,27000,16167,0.7354,13,0.7095,0.806,-2438,-14148,-14605,-1574,4560,-6471,7523
137800,Central Connecticut State University,New Britain,CT,www.ccsu.edu,0.6044,1015,22750,9928,0.485,21,0.6649,0.5235,-2433,3586,1669,9143,2509,637,-1864
370800,Eastern Mennonite University,Harrisonburg,VA,www.emu.edu,0.6044,1003,21700,11522,1,13,0.7379,0.6175,-2433,4495,-3746,-12899,5867,-1179,-4183
316400,Oklahoma Baptist University,Shawnee,OK,www.okbu.edu,0.6048,1171,26000,6153,0.674,32,0.7094,0.5065,-2412,-8236,2648,1054,4556,4938,5315
262900,Rutgers University-New Brunswick,New Brunswick,NJ,www.rutgers.edu/,0.605,1215,21745,18006,0.5536,13,0.4327,0.8068,-2402,-11571,-14651,6207,-8170,-8566,-4083
245300,Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,www.centralmethodist.edu/,0.6053,1050,17093,10194,1,32,0.8034,0.5167,-2386,933,2061,-12899,8879,334,-14358
984100,University of North Florida,Jacksonville,FL,www.unf.edu,0.6057,1133,17402,5572,0.7785,11,0.6937,0.5519,-2365,-5357,33,-3419,3834,5600,-13676
343200,Erskine College,Due West,SC,www.erskine.edu,0.6057,1016,27000,7868,0.7439,42,0.661,0.4847,-2365,3510,3904,-1938,2330,2984,7523
175000,Dominican University,River Forest,IL,www.dom.edu/,0.6067,1029,25000,10312,0.4248,21,0.4076,0.6274,-2313,2525,-4316,11719,-9325,200,3106
141600,University of Bridgeport,Bridgeport,CT,www.bridgeport.edu,0.6072,899,27000,8099,1,12,0.2512,0.295,-2287,12377,14832,-12899,-16518,2721,7523
196900,Kentucky Wesleyan College,Owensboro,KY,WWW.KWC.EDU,0.6072,1021,23567.5,5301,0.5802,13,0.6845,0.4064,-2287,3131,8414,5068,3410,5909,-58
297600,University of North Carolina at Greensboro,Greensboro,NC,www.uncg.edu,0.6073,1043,22864,8999,0.8109,11,0.5457,0.5561,-2282,1464,-209,-4805,-2973,1696,-1612
381800,University of Charleston,Charleston,WV,www.ucwv.edu,0.6077,988,21940,6776,0.5723,13,0.6616,0.3505,-2261,5632,11635,5406,2357,4228,-3653
223500,Albion College,Albion,MI,www.albion.edu,0.6079,1125,27000,13911,0.888,31,0.799,0.7175,-2250,-4750,-9506,-8105,8677,-3901,7523
155400,Berry College,Mount Berry,GA,www.berry.edu,0.6083,1183,24000,12558,0.835,23,0.8305,0.6161,-2229,-9146,-3665,-5837,10125,-2359,897
113300,California Lutheran University,Thousand Oaks,CA,www.callutheran.edu/,0.6097,1109,23000,8294,1,12,0.5098,0.6577,-2156,-3538,-6062,-12899,-4624,2499,-1311
298900,Dickinson State University,Dickinson,ND,www.dickinsonstate.edu,0.6103,957,19500,10550,0.5762,33,0.7758,0.3531,-2125,7981,11485,5239,7610,-72,-9042
367800,Southern Utah University,Cedar City,UT,www.suu.edu/,0.6103,1063,13237,7872,0.7741,33,0.7909,0.5036,-2125,-52,2815,-3230,8304,2980,-22875
347700,Aquinas College,Nashville,TN,www.aquinascollege.edu,0.6104,1123,21426,10033,1,11,0.7414,0.25,-2120,-4599,17424,-12899,6027,517,-4788
200700,Louisiana College,Pineville,LA,www.lacollege.edu,0.6106,990,23743.5,9049,1,23,0.6614,0.4664,-2109,5481,4958,-12899,2348,1639,331
