OPEID,INSTNM,CITY,STABBR,INSTURL,ADM_RATE,SAT_AVG,GRAD_DEBT_MDN,INEXPFTE,PFTFAC,LOCALE,UGDS_WHITE,C150_4,adm_rank,sat_avg_rank,grad_debt_rank,ugrad_white_rank,inexpfte_rank,pftfac_rank,c150_rank
232200,Finlandia University,Hancock,MI,www.finlandia.edu,0.4545,910,27500,8519,0.6029,33,0.7004,0.3571,182,1148,1164,733,610,821,1090
339900,York College Pennsylvania,York,PA,www.ycp.edu,0.4549,1050,26247,8285,0.3539,22,0.8256,0.6071,183,594,861,1103,679,1135,458
2069000,New York School of Interior Design,New York,NY,www.nysid.edu,0.4551,940,24000,19412,0.0574,11,0.4844,0.6667,184,1082,572,272,83,1249,317
153500,University of Florida,Gainesville,FL,www.ufl.edu/,0.4561,1273,15000,15962,0.8494,12,0.5783,0.8751,186,97,61,420,117,410,63
677100,College for Creative Studies,Detroit,MI,www.collegeforcreativestudies.edu,0.4561,1010,27000,11285,1,11,0.585,0.6239,186,795,1151,436,304,190,418
196000,Spalding University,Louisville,KY,www.spalding.edu,0.4571,967,25000,7192,0.5372,21,0.665,0.3824,187,987,731,637,853,921,1044
349400,Hiwassee College,Madisonville,TN,www.hiwassee.edu,0.4575,843,12500,3784,0.3571,41,0.7821,0.1765,188,1223,34,971,1231,1132,1241
143400,American University,Washington,DC,WWW.AMERICAN.EDU,0.4584,1252,24589,12620,0.5841,11,0.5765,0.8166,189,110,619,418,241,861,99
294800,Montreat College,Montreat,NC,www.montreat.edu,0.4606,1016,27498,4666,1,21,0.5734,0.3729,190,757,1160,408,1193,190,1057
295600,Piedmont International University,Winston-Salem,NC,www.piedmontu.edu,0.4607,937,20427,3805,0.6154,12,0.6684,0.3778,191,1089,250,643,1230,801,1049
146600,Barry University,Miami,FL,www.barry.edu,0.4611,938,28250,9969,0.4308,21,0.2004,0.3596,193,1085,1185,94,424,1065,1081
212400,Bentley University,Waltham,MA,www.bentley.edu,0.4611,1247,27000,13120,0.6282,13,0.6048,0.8816,193,113,1151,480,212,774,60
356000,Dallas Baptist University,Dallas,TX,www.dbu.edu,0.4621,1075,22638,8737,1,11,0.6101,0.546,194,475,431,492,571,190,612
1039500,University of San Diego,San Diego,CA,www.sandiego.edu,0.4625,1243,22750,13897,0.4862,11,0.5421,0.7673,195,119,445,344,176,1001,157
348500,Cumberland University,Lebanon,TN,www.cumberland.edu,0.4642,1044,21875,5404,0.3758,31,0.6504,0.3711,196,624,368,588,1135,1116,1061
121600,University of La Verne,La Verne,CA,www.laverne.edu/,0.4656,1014,24894,6518,0.3607,21,0.2389,0.5859,198,765,635,106,971,1127,509
381300,Glenville State College,Glenville,WV,www.glenville.edu,0.4656,900,26000,6565,0.6147,33,0.7054,0.3223,198,1162,849,748,961,802,1144
303500,Ohio Dominican University,Columbus,OH,www.ohiodominican.edu,0.4657,1005,28713,5335,1,11,0.6067,0.4326,199,824,1193,486,1146,190,935
285800,Farmingdale State College,Farmingdale,NY,www.farmingdale.edu/,0.4665,982,15958.5,9828,0.3061,21,0.6044,0.4461,200,927,79,478,442,1174,898
965100,Texas A & M International University,Laredo,TX,www.tamiu.edu/,0.467,906,14929,5524,0.6395,12,0.0186,0.454,201,1154,54,27,1122,744,879
695100,University of South Carolina-Upstate,Spartanburg,SC,www.uscupstate.edu,0.4682,947,23000,6624,0.9678,22,0.5667,0.3842,202,1058,472,403,949,257,1037
294900,University of Mount Olive,Mount Olive,NC,www.umo.edu,0.4685,902,27250,2935,1,31,0.4862,0.425,203,1158,1157,275,1245,190,959
367000,Brigham Young University-Provo,Provo,UT,www.byu.edu,0.47,1290,11000,15124,0.747,12,0.832,0.7902,204,90,23,1123,135,554,135
116400,Chapman University,Orange,CA,www.chapman.edu,0.4704,1210,21000,14025,1,12,0.6049,0.7448,205,157,289,481,171,190,176
373800,Southern Virginia University,Buena Vista,VA,www.svu.edu,0.4707,1056,24185,6590,1,32,0.7838,0.3128,206,543,585,980,957,190,1163
295500,Pfeiffer University,Misenheimer,NC,www.pfeiffer.edu,0.4723,948,24000,6953,0.6038,42,0.551,0.349,207,1055,572,362,880,818,1103
371300,Hampden-Sydney College,Hampden-Sydney,VA,www.hsc.edu,0.4727,1098,26848.5,13194,0.9217,42,0.8163,0.6731,208,396,904,1080,208,311,296
154400,Albany State University,Albany,GA,www.asurams.edu/,0.4729,875,32555,6772,0.894,13,0.0485,0.3962,209,1190,1227,53,916,339,1014
350900,University of Memphis,Memphis,TN,www.memphis.edu,0.474,1029,25250,9720,0.6618,11,0.5058,0.44,211,713,747,296,450,707,914
385000,Silver Lake College of the Holy Family,Manitowoc,WI,www.sl.edu/,0.474,820,26212,7713,0.381,32,0.625,0.3939,211,1230,859,527,756,1112,1018
125800,Pacific Union College,Angwin,CA,www.puc.edu,0.4744,1017,28500,10227,0.8818,41,0.2786,0.4559,212,751,1188,123,394,348,872
194300,University of Saint Mary,Leavenworth,KS,www.stmary.edu,0.475,1002,24000,7833,1,31,0.6178,0.3451,213,837,572,515,737,190,1108
170800,Lincoln Christian University,Lincoln,IL,www.lincolnchristian.edu,0.4758,1006,22750,5688,0.9773,32,0.8047,0.5747,214,814,445,1046,1091,232,537
196800,Kentucky State University,Frankfort,KY,www.kysu.edu,0.4769,883,30982,7500,0.8601,32,0.2532,0.1979,215,1186,1211,114,793,387,1230
196500,Kentucky Christian University,Grayson,KY,www.kcu.edu,0.4774,966,26500,5343,1,32,0.6344,0.3438,216,991,885,553,1143,190,1110
2169100,Davis College,Johnson City,NY,www.davisny.edu/,0.4779,954,21000,3164,0.1944,22,0.7024,0.3269,217,1030,289,738,1242,1235,1136
370400,Bridgewater College,Bridgewater,VA,www.bridgewater.edu/about-us,0.4782,1056,27000,5651,0.7917,23,0.7568,0.6107,218,543,1151,893,1098,484,455
356500,Texas A & M University-Commerce,Commerce,TX,www.tamuc.edu/,0.4784,909,20250,7619,0.831,32,0.5113,0.5185,219,1150,248,306,775,433,693
284900,SUNY College at Plattsburgh,Plattsburgh,NY,www.plattsburgh.edu,0.4786,1031,22000,11263,0.5909,32,0.6926,0.6117,220,685,381,711,306,849,450
103300,Oakwood University,Huntsville,AL,www.oakwood.edu,0.4787,928,27250,7701,1,12,0.0059,0.4371,221,1113,1157,14,757,190,925
789300,Flagler College-St Augustine,Saint Augustine,FL,www.flagler.edu,0.4788,1058,23677.5,5649,0.4638,23,0.7387,0.5845,222,534,536,837,1099,1028,514
210300,University of Maryland-College Park,College Park,MD,www.umd.edu,0.4793,1315,19500,13487,0.7758,21,0.5251,0.8475,223,74,208,323,194,511,76
272200,Fordham University,Bronx,NY,www.fordham.edu,0.4812,1254,25000,14019,1,11,0.6039,0.8002,224,107,731,477,172,190,124
284800,SUNY College at Oswego,Oswego,NY,www.oswego.edu/,0.4837,1106,22500,10636,0.5752,32,0.7777,0.6328,225,364,427,957,349,871,390
157500,Gordon State College,Barnesville,GA,www.gordonstate.edu,0.4839,859,16807.5,4104,0.6182,32,0.5199,0.1295,226,1208,105,315,1224,794,1248
144800,Howard University,Washington,DC,www.howard.edu,0.4841,1105,27000,22663,1,11,0.0144,0.6032,227,375,1151,21,59,190,462
228400,Marygrove College,Detroit,MI,www.marygrove.edu,0.4842,800,35500,7473,0.8875,11,0.1657,0.1818,230,1240,1241,79,797,344,1237
353600,Bryan College-Dayton,Dayton,TN,www.bryan.edu,0.4842,1065,18625,4227,0.3985,32,0.8648,0.5258,230,513,149,1198,1221,1096,675
364700,Trinity University,San Antonio,TX,www.trinity.edu,0.4842,1281,21967,20116,0.7882,11,0.5623,0.8122,230,94,374,392,79,489,107
362000,Southwestern University,Georgetown,TX,www.southwestern.edu,0.4852,1159,26278,12803,0.7012,21,0.6458,0.7307,231,233,872,576,229,639,191
160100,University of West Georgia,Carrollton,GA,www.westga.edu,0.4861,950,24250,6635,0.8379,31,0.5208,0.4084,232,1046,595,319,947,425,988
663900,Bellin College,Green Bay,WI,www.bellincollege.edu,0.4865,1050,15250,7700,0.85,41,0.9508,0.6429,233,594,65,1248,758,407,368
150900,Nova Southeastern University,Fort Lauderdale,FL,www.nova.edu,0.4881,1143,25250,11457,0.3767,21,0.3234,0.4611,234,267,747,142,296,1114,856
363600,Texas Christian University,Fort Worth,TX,www.tcu.edu/,0.4887,1207,22000,14768,0.9844,11,0.74,0.7545,235,161,381,840,147,217,170
148000,Florida Agricultural and Mechanical University,Tallahassee,FL,www.famu.edu,0.4895,948,27750,9739,0.9971,12,0.0329,0.3957,237,1055,1171,43,448,192,1015
284100,SUNY College at Brockport,Brockport,NY,www.brockport.edu,0.4895,1056,21500,11647,0.551,31,0.7232,0.6811,237,543,350,793,285,901,275
264200,The College of New Jersey,Ewing,NJ,www.tcnj.edu,0.4897,1213,23250,11128,0.447,21,0.6563,0.8664,238,153,498,605,313,1050,69
292600,Elizabeth City State University,Elizabeth City,NC,www.ecsu.edu,0.49,866,26000,9039,1,32,0.1446,0.3915,239,1202,849,73,524,190,1025
190500,Bethel College-North Newton,North Newton,KS,www.bethelks.edu,0.491,1000,26050,7887,0.4933,32,0.706,0.5763,240,850,852,751,727,989,535
156300,Emmanuel College,Franklin Springs,GA,www.ec.edu,0.4912,960,27000,4819,0.5663,32,0.7056,0.4524,241,1017,1151,750,1183,884,881
214600,Emerson College,Boston,MA,www.emerson.edu,0.4918,1244,24000,9633,0.432,11,0.6657,0.7966,242,117,572,639,466,1064,129
105000,Tuskegee University,Tuskegee,AL,www.tuskegee.edu,0.4922,978,33500,14344,0.9711,32,0.0035,0.4723,243,939,1236,10,161,242,824
195800,Brescia University,Owensboro,KY,www.brescia.edu,0.4927,1039,30500,6483,0.4286,13,0.669,0.2566,244,639,1209,646,978,1068,1209
338800,Villanova University,Villanova,PA,www.villanova.edu,0.4933,1313,26352,15732,0.6186,21,0.7566,0.8937,245,77,876,890,120,793,52
132600,Santa Clara University,Santa Clara,CA,www.scu.edu,0.4935,1309,20500,12668,0.5852,12,0.4841,0.8525,246,79,268,271,236,857,74
358400,LeTourneau University,Longview,TX,www.letu.edu,0.494,1177,28000,8285,0.4791,13,0.6571,0.5147,247,201,1181,609,679,1005,704
206500,Notre Dame of Maryland University,Baltimore,MD,www.ndm.edu,0.4946,1048,27000,10387,0.4706,11,0.5681,0.581,248,609,1151,405,375,1018,525
359800,Our Lady of the Lake University,San Antonio,TX,www.ollusa.edu,0.4952,941,25000,8470,0.3377,11,0.133,0.3758,249,1078,731,70,625,1153,1052
395400,University of Central Florida,Orlando,FL,www.ucf.edu/,0.4961,1185,18350,5687,0.9739,21,0.5519,0.697,250,188,144,366,1092,234,248
190800,Central Christian College of Kansas,McPherson,KS,www.centralchristian.edu,0.4963,966,23375,3250,0.2653,33,0.4294,0.3922,251,991,510,218,1240,1194,1024
176800,Saint Xavier University,Chicago,IL,WWW.SXU.EDU,0.4964,1008,24250,8417,0.4485,11,0.484,0.5448,252,807,595,270,637,1046,618
361900,Southwestern Adventist University,Keene,TX,www.swau.edu/,0.4965,905,25000,10119,0.5435,31,0.241,0.4018,253,1155,731,109,410,913,1002
348200,Christian Brothers University,Memphis,TN,www.cbu.edu,0.4971,1105,26500,6825,1,11,0.4466,0.553,254,375,885,230,906,190,588
167400,Eastern Illinois University,Charleston,IL,https://www.eiu.edu/,0.4976,1010,23250,13142,0.817,32,0.6974,0.5947,255,795,498,723,211,458,484
186600,Graceland University-Lamoni,Lamoni,IA,www.graceland.edu,0.4984,938,24900,7762,1,43,0.641,0.5408,256,1085,636,566,747,190,628
284700,SUNY Oneonta,Oneonta,NY,www.oneonta.edu,0.4988,1086,22500,8942,0.5606,33,0.7894,0.7338,257,436,427,998,544,890,189
141700,University of Connecticut,Storrs,CT,uconn.edu/,0.4996,1246,21500,22554,0.9636,21,0.6168,0.809,258,114,350,510,62,259,112
160400,Young Harris College,Young Harris,GA,www.yhc.edu,0.5029,990,26000,8794,0.6378,43,0.7636,0.4619,260,901,849,914,563,748,853
332900,Pennsylvania State University-Main Campus,University Park,PA,www.psu.edu/,0.5029,1196,27000,17872,0.7536,13,0.7053,0.8611,260,169,1151,747,97,542,72
292800,Fayetteville State University,Fayetteville,NC,www.uncfsu.edu,0.5032,892,21278,8035,0.9845,12,0.1746,0.346,261,1173,304,83,710,215,1106
244700,William Carey University,Hattiesburg,MS,www.wmcarey.edu,0.5042,1080,21376.5,6703,0.5594,13,0.6008,0.5846,262,457,311,469,931,891,513
353700,Abilene Christian University,Abilene,TX,www.acu.edu,0.5047,1091,25985,8741,0.8667,12,0.6739,0.62,263,410,800,665,570,375,429
154000,Webber International University,Babson Park,FL,www.webber.edu,0.5056,950,21562,2949,1,31,0.3916,0.3012,265,1046,353,185,1244,190,1176
166400,University of St Francis,Joliet,IL,www.stfrancis.edu,0.5056,1064,25000,5821,0.9018,21,0.6894,0.5616,265,519,731,701,1076,330,563
169100,Illinois Institute of Technology,Chicago,IL,www.iit.edu,0.506,1266,27000,12262,0.5384,11,0.3326,0.6523,266,100,1151,145,256,919,349
173700,Northern Illinois University,Dekalb,IL,www.niu.edu,0.5089,1030,23347,12837,0.7776,23,0.5811,0.4961,267,703,505,423,228,507,754
342700,Coker College,Hartsville,SC,www.coker.edu,0.509,992,30112,6067,1,32,0.5185,0.4934,268,881,1204,314,1043,190,764
105100,The University of Alabama,Tuscaloosa,AL,www.ua.edu/,0.5105,1185,23750,10239,0.7045,13,0.7825,0.6566,269,188,546,973,392,630,340
285100,SUNY College of Environmental Science and Forestry,Syracuse,NY,www.esf.edu,0.5113,1193,20450,15092,0.7365,12,0.8359,0.6774,270,176,251,1135,137,577,283
238200,St Olaf College,Northfield,MN,wp.stolaf.edu,0.5128,1292,27000,16837,0.7167,32,0.7662,0.8881,271,89,1151,923,105,608,57
342500,Clemson University,Clemson,SC,www.clemson.edu,0.5152,1261,21830.5,11952,0.8454,21,0.8348,0.8231,272,103,365,1130,268,416,92
297200,North Carolina State University at Raleigh,Raleigh,NC,www.ncsu.edu,0.516,1253,20500,13745,0.8801,11,0.7467,0.7498,273,109,268,869,181,351,175
3941300,Ave Maria University,Ave Maria,FL,www.avemaria.edu,0.517,1085,22500,9458,0.9851,42,0.6663,0.4133,274,441,427,641,479,213,977
104100,Spring Hill College,Mobile,AL,www.shc.edu,0.5177,1116,27000,7460,0.6822,12,0.6733,0.5814,275,332,1151,661,802,664,524
114400,California State Polytechnic University-Pomona,Pomona,CA,www.cpp.edu,0.5187,1074,18500,7308,0.4892,21,0.2023,0.5638,276,480,148,95,832,994,558
153800,The University of Tampa,Tampa,FL,www.ut.edu,0.5188,1094,26000,5784,1,11,0.5946,0.6238,277,405,849,459,1080,190,419
154700,Point University,West Point,GA,point.edu,0.5189,917,30638,5833,0.1782,32,0.3989,0.3678,278,1134,1210,189,1072,1239,1066
364200,Texas Southern University,Houston,TX,www.tsu.edu,0.5192,812,31000,9693,0.7176,11,0.019,0.1615,279,1231,1218,29,457,604,1245
244900,Avila University,Kansas City,MO,www.Avila.edu,0.5198,1038,26625,6966,0.3571,11,0.6101,0.4863,280,646,892,492,878,1132,775
343600,Limestone College,Gaffney,SC,www.limestone.edu,0.52,1020,28750,5196,1,31,0.4245,0.2838,281,745,1194,213,1158,190,1188
256300,Union College,Lincoln,NE,www.ucollege.edu,0.5214,1030,27000,10177,0.9306,11,0.5957,0.4938,282,703,1151,461,403,301,762
220800,Simmons College,Boston,MA,www.simmons.edu,0.5216,1170,26250,13365,0.3197,11,0.6752,0.6692,283,210,869,667,200,1165,306
324300,Cedar Crest College,Allentown,PA,www.cedarcrest.edu,0.5233,1005,29183,9713,0.4022,12,0.671,0.6907,284,824,1200,651,452,1091,259
2106400,O'More College of Design,Franklin,TN,www.omorecollege.edu,0.5234,1050,27250,8418,0.2558,13,0.7396,0.8113,285,594,1157,839,635,1205,109
361300,Southern Methodist University,Dallas,TX,www.smu.edu,0.524,1316,22500,16035,0.6689,21,0.6579,0.7702,286,73,427,614,115,690,156
363100,Tarleton State University,Stephenville,TX,www.tarleton.edu,0.5254,961,20500,6957,0.5425,33,0.7081,0.4466,287,1014,268,757,879,915,895
100200,Alabama A & M University,Normal,AL,www.aamu.edu/,0.5256,827,33888,7437,0.8967,12,0.0333,0.3525,288,1227,1237,44,805,336,1098
319100,Concordia University-Portland,Portland,OR,www.cu-portland.edu,0.5262,1037,25000,2545,0.1507,11,0.6533,0.55,289,652,731,597,1246,1242,596
285300,SUNY Maritime College,Throggs Neck,NY,www.sunymaritime.edu,0.5265,1106,26500,11637,0.6224,11,0.7241,0.4672,290,364,885,795,290,786,840
1164900,Loyola Marymount University,Los Angeles,CA,www.lmu.edu,0.5271,1218,22500,15175,0.5248,11,0.4672,0.7776,291,144,427,259,132,935,150
963500,Florida International University,Miami,FL,www.fiu.edu,0.5278,1089,17250,6843,0.9811,21,0.0952,0.5419,292,425,117,64,902,223,627
193900,Newman University,Wichita,KS,www.newmanu.edu,0.5281,1076,20216.5,4415,1,11,0.6641,0.4783,293,471,241,634,1205,190,807
115300,California State University-Northridge,Northridge,CA,www.csun.edu,0.5286,914,15000,6730,0.4445,11,0.2446,0.4676,294,1138,61,111,929,1052,839
214500,Eastern Nazarene College,Quincy,MA,www.enc.edu,0.5287,918,24362,6285,0.2883,21,0.5323,0.4663,295,1131,600,335,1013,1184,844
248000,Lindenwood University,Saint Charles,MO,www.lindenwood.edu,0.5288,1038,27000,4135,1,13,0.6027,0.4972,296,646,1151,474,1223,190,749
147800,Edward Waters College,Jacksonville,FL,www.ewc.edu,0.5295,825,32550.5,4413,0.6173,11,0.0367,0.1957,297,1229,1226,45,1206,798,1231
309000,Ohio State University-Main Campus,Columbus,OH,www.osu.edu/,0.5296,1292,21959.5,16075,0.657,11,0.7194,0.835,298,89,373,780,114,716,85
279800,Pratt Institute-Main,Brooklyn,NY,www.pratt.edu,0.5299,1141,26691,14711,0.146,11,0.4137,0.6369,299,270,893,199,149,1243,383
337900,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,www.pitt.edu,0.5312,1275,26813.5,16522,0.7472,11,0.7571,0.8185,300,95,903,895,108,553,97
1026600,Hillsdale Free Will Baptist College,Moore,OK,www.hc.edu,0.5313,940,19000,4695,0.339,21,0.5664,0.3188,301,1082,179,401,1191,1148,1153
153700,University of South Florida-Main Campus,Tampa,FL,www.usf.edu,0.5316,1162,19500,8841,0.9514,11,0.5279,0.6719,302,228,208,329,558,276,300
284400,SUNY at Fredonia,Fredonia,NY,www.fredonia.edu,0.5322,1056,24750,10948,0.548,32,0.7839,0.6695,303,543,628,982,326,909,305
288200,Syracuse University,Syracuse,NY,syr.edu/,0.5323,1184,27000,15192,0.6722,12,0.5534,0.8035,304,190,1151,371,131,685,120
100500,Alabama State University,Montgomery,AL,www.alasu.edu,0.5326,851,33118.5,7618,0.6539,12,0.0158,0.2632,306,1215,1230,26,776,723,1202
295100,North Carolina Wesleyan College,Rocky Mount,NC,www.ncwc.edu,0.5326,923,22555,5527,0.1978,13,0.2994,0.3519,306,1123,429,133,1120,1232,1100
1055400,Concordia College Alabama,Selma,AL,www.ccal.edu/,0.5328,942,32000,6755,0.6389,32,0.028,0.25,307,1073,1224,40,923,745,1216
934400,Ramapo College of New Jersey,Mahwah,NJ,www.ramapo.edu,0.5332,1082,22500,9581,0.9169,21,0.6347,0.7241,308,448,427,554,470,315,199
301800,Bowling Green State University-Main Campus,Bowling Green,OH,www.bgsu.edu,0.5337,1012,26000,8710,0.7012,31,0.7748,0.5525,309,767,849,945,577,639,589
101200,Birmingham Southern College,Birmingham,AL,www.bsc.edu/,0.5339,1181,27000,10658,0.6419,12,0.7983,0.6422,310,196,1151,1025,346,739,369
157700,Kennesaw State University,Kennesaw,GA,www.kennesaw.edu,0.5345,1076,22750,6167,0.5656,21,0.6082,0.4263,311,471,445,490,1029,886,955
332800,West Chester University of Pennsylvania,West Chester,PA,www.wcupa.edu,0.5348,1079,23875,7851,0.7163,21,0.7957,0.6707,313,461,551,1018,735,610,303
343100,Converse College,Spartanburg,SC,www.converse.edu,0.5348,1045,27000,6560,0.9419,13,0.6277,0.6026,313,619,1151,536,963,285,463
251200,Stephens College,Columbia,MO,www.stephens.edu,0.536,1064,27000,9552,0.9804,12,0.6852,0.491,314,519,1151,693,474,224,768
202500,Southern University and A & M College,Baton Rouge,LA,www.subr.edu,0.5365,910,31271.5,6523,0.9412,12,0.0244,0.3211,315,1148,1221,37,970,287,1147
344500,Presbyterian College,Clinton,SC,https://www.presby.edu,0.5372,1090,25875,10008,0.9714,32,0.8062,0.6502,316,419,794,1051,421,240,354
3440300,Baptist Memorial College of Health Sciences,Memphis,TN,www.bchs.edu,0.5373,1110,30000,9268,0.9877,11,0.5158,0.4314,317,351,1203,312,497,208,943
166600,Concordia University-Chicago,River Forest,IL,www.cuchicago.edu,0.5385,1031,25000,8701,0.6045,21,0.5533,0.5783,318,685,731,370,581,817,530
292700,Elon University,Elon,NC,www.elon.edu,0.5393,1225,23951,15016,0.7301,22,0.8222,0.8062,319,138,553,1096,138,586,116
159400,Spelman College,Atlanta,GA,www.spelman.edu,0.54,1005,26996,10845,0.7377,11,5E-04,0.7407,321,824,915,5,333,576,180
179900,Goshen College,Goshen,IN,www.goshen.edu,0.54,1109,20671,11031,0.7128,13,0.6769,0.7209,321,356,272,670,318,614,205
159900,Valdosta State University,Valdosta,GA,www.valdosta.edu,0.5414,1018,25247,6493,0.7966,13,0.5208,0.3913,322,750,740,319,976,479,1027
208000,Maryland Institute College of Art,Baltimore,MD,www.mica.edu,0.5416,1165,27000,13752,0.2585,11,0.5218,0.722,323,221,1151,320,180,1200,202
285400,SUNY College of Technology at Alfred,Alfred,NY,www.alfredstate.edu,0.5424,982,14750,10105,0.7325,33,0.7957,0.4791,324,927,52,1018,412,583,804
354300,Austin College,Sherman,TX,www.austincollege.edu,0.5438,1159,26000,12064,0.9583,13,0.555,0.7642,325,233,849,375,264,265,160
201100,Louisiana State University-Alexandria,Alexandria,LA,www.lsua.edu,0.5455,987,16021.5,7243,0.5878,41,0.717,0.2059,326,909,85,775,844,855,1228
173500,North Park University,Chicago,IL,www.northpark.edu,0.5461,1025,26500,6923,1,11,0.4984,0.5338,327,728,885,287,887,190,647
385400,Lakeland College,Plymouth,WI,www.lakeland.edu,0.547,949,26915,5134,0.1667,41,0.655,0.5311,328,1049,908,601,1162,1241,656
174800,Rockford University,Rockford,IL,www.rockford.edu,0.548,1009,25700,6256,0.419,12,0.6706,0.4463,329,803,783,650,1018,1078,896
132900,University of the Pacific,Stockton,CA,www.pacific.edu,0.549,1185,23370,18824,0.5428,11,0.2985,0.6057,330,188,508,132,90,914,460
178500,Anderson University,Anderson,IN,www.anderson.edu,0.5491,1048,27000,8594,1,13,0.7996,0.6278,331,609,1151,1029,600,190,403
182400,Oakland City University,Oakland City,IN,www.oak.edu,0.5504,960,16973,6119,0.3462,32,0.7273,0.5992,332,1017,107,799,1037,1144,470
206200,Bowie State University,Bowie,MD,www.bowiestate.edu,0.5506,867,22927,6933,0.5208,21,0.0239,0.3268,333,1200,453,36,884,944,1137
379800,University of Washington-Seattle Campus,Seattle,WA,www.washington.edu,0.5521,1240,15797,24561,0.7179,11,0.4332,0.8373,334,123,75,223,50,602,83
156100,Columbus State University,Columbus,GA,www.columbusstate.edu,0.5522,976,25039,7509,0.606,12,0.5206,0.3241,335,945,732,317,792,813,1140
157800,LaGrange College,Lagrange,GA,www.lagrange.edu,0.5525,1035,27000,12322,1,32,0.6922,0.5321,336,662,1151,709,255,190,650
185400,Coe College,Cedar Rapids,IA,www.coe.edu,0.553,1146,27000,12068,0.6,12,0.7652,0.7038,337,256,1151,921,263,829,237
354500,Baylor University,Waco,TX,www.baylor.edu,0.5536,1227,25131,14139,0.809,12,0.6402,0.722,338,135,736,565,167,468,202
148900,Florida State University,Tallahassee,FL,www.fsu.edu,0.5539,1228,20887,9688,0.8261,12,0.6576,0.7913,339,134,280,612,458,439,134
1203100,San Diego Christian College,Santee,CA,www.sdcc.edu,0.555,992,20000,7034,0.2459,21,0.4574,0.4364,340,881,235,252,868,1211,928
2159600,The Baptist College of Florida,Graceville,FL,www.baptistcollege.edu,0.5556,962,20052,6018,1,32,0.7996,0.4694,341,1011,236,1029,1054,190,833
348600,Lipscomb University,Nashville,TN,www.lipscomb.edu,0.5558,1175,20500,9956,0.9796,11,0.7663,0.6189,342,206,268,924,425,226,432
168400,Greenville College,Greenville,IL,www.greenville.edu,0.5568,1056,21500,7370,0.9412,32,0.7592,0.4754,343,543,350,900,819,287,814
132100,University of California-Santa Cruz,Santa Cruz,CA,www.ucsc.edu/,0.5572,1149,19884,8835,0.6955,13,0.3465,0.7734,345,248,219,153,560,646,154
159800,University of Georgia,Athens,GA,www.uga.edu,0.5572,1248,19000,8634,0.8847,12,0.7228,0.8462,345,112,179,790,592,346,78
203100,University of Louisiana at Lafayette,Lafayette,LA,www.louisiana.edu,0.558,1070,20250,5433,0.8079,12,0.6774,0.4836,346,498,248,672,1131,470,786
283500,SUNY at Albany,Albany,NY,www.albany.edu,0.5584,1098,21489.5,13815,0.5671,13,0.5126,0.6601,347,396,317,309,179,883,333
364100,Texas Lutheran University,Seguin,TX,www.tlu.edu,0.5587,1020,27000,8384,0.6667,31,0.5441,0.4394,348,745,1151,345,646,698,917
370600,Christopher Newport University,Newport News,VA,www.cnu.edu,0.5588,1152,25000,8550,0.6292,12,0.7531,0.6755,349,245,731,883,604,768,287
294600,Methodist University,Fayetteville,NC,www.methodist.edu,0.5594,962,27000,7680,0.6923,12,0.5122,0.3394,350,1011,1151,308,765,649,1116
356400,East Texas Baptist University,Marshall,TX,www.etbu.edu,0.5599,952,26000,8050,0.7172,32,0.6306,0.3831,351,1033,849,542,708,605,1040
301600,Bluffton University,Bluffton,OH,www.bluffton.edu,0.5603,1029,27000,8685,0.9167,32,0.8516,0.5956,352,713,1151,1177,584,316,480
1167800,SUNY Polytechnic Institute,Utica,NY,www.sunyit.edu,0.561,1099,17500,9924,0.5122,22,0.7868,0.43,353,393,128,992,429,960,946
285900,Morrisville State College,Morrisville,NY,www.morrisville.edu,0.5619,895,20000,10657,0.5878,42,0.6833,0.2771,354,1170,235,687,347,855,1194
170900,Lincoln College,Lincoln,IL,lincolncollege.edu,0.5624,1125,12000,3991,0.3364,32,0.4814,0.2593,355,313,29,269,1226,1155,1206
349500,Johnson University,Knoxville,TN,www.johnsonu.edu/Home.aspx,0.5637,1034,20199,5568,1,41,0.8905,0.6695,356,665,240,1228,1115,190,305
182100,Marian University,Indianapolis,IN,www.marian.edu,0.5644,1036,27000,12364,0.4749,11,0.7304,0.5399,357,654,1151,811,252,1011,632
371500,Hollins University,Roanoke,VA,www.hollins.edu,0.5647,1082,27000,15806,0.6429,22,0.7126,0.622,358,448,1151,772,119,738,425
290100,Wells College,Aurora,NY,www.wells.edu,0.5659,1053,27000,8376,0.5143,42,0.6629,0.5806,359,561,1151,631,649,956,526
179200,DePauw University,Greencastle,IN,www.depauw.edu,0.566,1213,25000,18608,0.8853,32,0.6924,0.8017,360,153,731,710,93,345,123
320600,Multnomah University,Portland,OR,www.multnomah.edu,0.5667,1047,23500,5142,0.3125,11,0.811,0.5352,361,613,527,1064,1161,1170,644
349600,King University,Bristol,TN,www.king.edu,0.5668,1042,21260,4855,1,13,0.8084,0.5435,362,631,302,1057,1180,190,622
143300,Wesley College,Dover,DE,www.wesley.edu,0.567,853,31000,6592,0.4516,13,0.4186,0.2169,363,1213,1218,204,956,1040,1225
711300,Arizona Christian University,Phoenix,AZ,www.arizonachristian.edu,0.5673,988,22500,6537,0.1714,11,0.6016,0.6119,364,907,427,472,968,1240,449
